Driverid (Truck Mileage),Rdate,Truckid (Truck Mileage),Gas,Miles,Mpg
A12,nov09,A12,2862,13969,4.880852551
A12,oct09,A12,2862,14313,5.001048218
A12,sep09,A12,2862,9561,3.340670860
A12,aug09,A12,2862,13804,4.823200559
A12,jul09,A12,2862,14493,5.063941300
A12,jun09,A12,2862,11454,4.002096436
A12,may09,A12,2862,11565,4.040880503
A12,apr09,A12,2862,13441,4.696366177
A12,mar09,A12,2862,13581,4.745283019
A12,feb09,A12,2862,12415,4.337875611
A12,jan09,A12,2862,9761,3.410552061
A13,jun13,A13,1792,9740,5.435267857
A13,may13,A13,2873,14663,5.103724330
A13,apr13,A13,3504,15470,4.414954338
A13,mar13,A13,2249,10682,4.749666518
A13,feb13,A13,2583,13177,5.101432443
A13,jan13,A13,2343,11656,4.974818609
A13,dec12,A13,2127,10189,4.790314998
A13,nov12,A13,2698,11652,4.318754633
A13,oct12,A13,2805,12238,4.362923351
A13,sep12,A13,2843,15263,5.368624692
A13,aug12,A13,2560,12663,4.946484375
A13,jul12,A13,2428,11815,4.866144975
A13,jun12,A13,1918,9292,4.844629823
A13,may12,A13,1671,8977,5.372232196
A13,apr12,A13,2785,13525,4.856373429
A13,mar12,A13,2592,12792,4.935185185
A13,feb12,A13,1639,9401,5.735814521
A13,jan12,A13,2270,11129,4.902643172
A13,dec11,A13,2672,14602,5.464820359
A13,nov11,A13,1946,9535,4.899794450
A13,oct11,A13,2004,10748,5.363273453
A13,sep11,A13,2905,14279,4.915318417
A13,aug11,A13,3393,14843,4.374594754
A13,jul11,A13,1991,10146,5.095931693
A13,jun11,A13,1875,14361,7.6592
A13,may11,A13,1875,13128,7.0016
A13,apr11,A13,1875,13355,7.122666667
A13,mar11,A13,1875,10276,5.480533333
A13,feb11,A13,1875,14076,7.5072
A13,jan11,A13,1875,11518,6.142933333
A13,dec10,A13,1875,12712,6.779733333
A13,nov10,A13,1875,13363,7.126933333
A13,oct10,A13,1875,14212,7.579733333
A13,sep10,A13,1875,12982,6.923733333
A13,aug10,A13,1875,11484,6.1248
A13,jul10,A13,1875,9435,5.032
A13,jun10,A13,1875,10188,5.4336
A13,may10,A13,1875,13542,7.2224
A13,apr10,A13,1875,10674,5.6928
A13,mar10,A13,1875,11441,6.101866667
A13,feb10,A13,1875,14445,7.704
A13,jan10,A13,1875,14152,7.547733333
A13,dec09,A13,1875,14190,7.568
A13,nov09,A13,1875,14367,7.6624
A13,oct09,A13,1875,10361,5.525866667
A13,sep09,A13,1875,10989,5.8608
A13,aug09,A13,1875,12689,6.767466667
A13,jul09,A13,1875,13041,6.9552
A13,jun09,A13,1875,10264,5.474133333
A13,may09,A13,1875,11300,6.026666667
A13,apr09,A13,1875,11264,6.007466667
A13,mar09,A13,1875,9740,5.194666667
A13,feb09,A13,1875,10200,5.44
A13,jan09,A13,1875,12093,6.4496
A14,jun13,A14,1822,10608,5.822173436
A14,may13,A14,2558,12746,4.982799062
A14,apr13,A14,1700,8908,5.24
A14,mar13,A14,2125,10716,5.042823529
A14,feb13,A14,2214,12053,5.443992773
A14,jan13,A14,1940,10001,5.155154639
A14,dec12,A14,2328,11940,5.128865979
A14,nov12,A14,1523,8447,5.546290217
A14,oct12,A14,2120,10940,5.160377358
A14,sep12,A14,2183,11418,5.230416858
A14,aug12,A14,2480,12087,4.873790323
A14,jul12,A14,2846,13697,4.812719606
A14,jun12,A14,2759,14453,5.238492207
A14,may12,A14,2372,13459,5.674114671
A14,apr12,A14,2703,13940,5.157232704
A14,mar12,A14,1940,10050,5.180412371
A14,feb12,A14,2106,11261,5.347103514
A14,jan12,A14,2443,12325,5.045026607
A14,dec11,A14,2829,13985,4.943442913
A14,nov11,A14,2970,15216,5.123232323
A14,oct11,A14,2428,12561,5.173393740
A14,sep11,A14,2538,11970,4.716312057
A14,aug11,A14,1720,9717,5.649418605
A14,jul11,A14,2269,11505,5.070515646
A14,jun11,A14,2575,14161,5.499417476
A14,may11,A14,2575,11334,4.401553398
A14,apr11,A14,2575,13776,5.349902913
A14,mar11,A14,2575,13279,5.156893204
A14,feb11,A14,2575,11853,4.603106796
A14,jan11,A14,2575,12475,4.844660194
A14,dec10,A14,2575,10057,3.905631068
A14,nov10,A14,2575,11709,4.547184466
A14,oct10,A14,2575,13937,5.412427184
A14,sep10,A14,2575,11802,4.583300971
A14,aug10,A14,2575,14215,5.520388350
A14,jul10,A14,2575,8634,3.353009709
A14,jun10,A14,2575,12756,4.953786408
A14,may10,A14,2575,14039,5.452038835
A14,apr10,A14,2575,12437,4.829902913
A14,mar10,A14,2575,10443,4.055533981
A14,feb10,A14,2575,10786,4.188737864
A14,jan10,A14,2575,9175,3.563106796
A14,dec09,A14,2575,8955,3.477669903
A14,nov09,A14,2575,15503,6.020582524
A14,oct09,A14,2575,11589,4.500582524
A14,sep09,A14,2575,10502,4.078446602
A14,aug09,A14,2575,13955,5.419417476
A14,jul09,A14,2575,14034,5.450097087
A14,jun09,A14,2575,10224,3.970485437
A14,may09,A14,2575,12374,4.805436893
A14,apr09,A14,2575,15373,5.970097087
A14,mar09,A14,2575,13775,5.349514563
A14,feb09,A14,2575,9477,3.680388350
A14,jan09,A14,2575,13013,5.053592233
A15,jun13,A15,2025,9650,4.765432099
A15,may13,A15,2733,12659,4.631906330
A15,apr13,A15,2130,9978,4.684507042
A15,mar13,A15,1645,9558,5.810334347
A15,feb13,A15,2062,10328,5.008729389
A15,jan13,A15,2901,12379,4.267149259
A15,dec12,A15,2854,13393,4.692711983
A15,nov12,A15,2354,11085,4.709005947
A15,oct12,A15,2270,11291,4.974008811
A15,sep12,A15,2730,14695,5.382783883
A15,aug12,A15,2111,11972,5.671245855
A15,jul12,A15,2264,11709,5.171819788
A15,jun12,A15,2060,10511,5.102427184
A15,may12,A15,2115,10346,4.891725768
A15,apr12,A15,2778,14244,5.127429806
A15,mar12,A15,3069,13557,4.417399804
A15,feb12,A15,1705,9558,5.605865103
A15,jan12,A15,1815,9724,5.357575758
A15,dec11,A15,2065,10809,5.234382567
A15,nov11,A15,2471,12666,5.125859976
A15,oct11,A15,2806,12856,4.581610834
A15,sep11,A15,2491,13038,5.234042553
A15,aug11,A15,2652,12797,4.825414781
A15,jul11,A15,2837,14866,5.240042298
A15,jun11,A15,2449,12727,5.196815027
A15,may11,A15,2449,13585,5.547162107
A15,apr11,A15,2449,14003,5.717844018
A15,mar11,A15,2449,12943,5.285014292
A15,feb11,A15,2449,11247,4.592486729
A15,jan11,A15,2449,11872,4.847692936
A15,dec10,A15,2449,14387,5.874642711
A15,nov10,A15,2449,13920,5.683952634
A15,oct10,A15,2449,12181,4.973866884
A15,sep10,A15,2449,9069,3.703144140
A15,aug10,A15,2449,12150,4.961208657
A15,jul10,A15,2449,12407,5.066149449
A15,jun10,A15,2449,11377,4.645569620
A15,may10,A15,2449,14418,5.887300939
A15,apr10,A15,2449,8519,3.478562679
A15,mar10,A15,2449,12685,5.179665169
A15,feb10,A15,2449,12749,5.205798285
A15,jan10,A15,2449,12823,5.236014700
A15,dec09,A15,2449,11441,4.671702736
A15,nov09,A15,2449,12497,5.102899143
A15,oct09,A15,2449,11021,4.500204165
A15,sep09,A15,2449,12264,5.007758269
A15,aug09,A15,2449,11811,4.822784810
A15,jul09,A15,2449,13756,5.616986525
A15,jun09,A15,2449,13123,5.358513679
A15,may09,A15,2449,10514,4.293180890
A15,apr09,A15,2449,13754,5.616169865
A15,mar09,A15,2449,10062,4.108615762
A15,feb09,A15,2449,14541,5.937525521
A15,jan09,A15,2449,9521,3.887709269
A16,jun13,A16,2066,10953,5.301548887
A16,may13,A16,2712,12703,4.683997050
A16,apr13,A16,1617,9064,5.605442177
A16,mar13,A16,1974,9755,4.941742655
A16,feb13,A16,2752,12635,4.591206395
A16,jan13,A16,2030,10183,5.016256158
A16,dec12,A16,3270,14283,4.367889908
A16,nov12,A16,2535,14396,5.678895464
A16,oct12,A16,2531,10725,4.237455551
A16,sep12,A16,2873,13795,4.801601114
A16,aug12,A16,2454,13559,5.525264874
A16,jul12,A16,2940,13660,4.646258503
A16,jun12,A16,1649,9571,5.804123711
A16,may12,A16,1878,10179,5.420127796
A16,apr12,A16,2898,14000,4.830917874
A16,mar12,A16,1893,10235,5.406761754
A16,feb12,A16,2537,13176,5.193535672
A16,jan12,A16,2593,13265,5.115696105
A16,dec11,A16,3124,15168,4.855313700
A16,nov11,A16,2264,11458,5.060954064
A16,oct11,A16,2211,10616,4.801447309
A16,sep11,A16,2346,11662,4.971014493
A16,aug11,A16,1946,8460,4.347379239
A16,jul11,A16,2839,12023,4.234941881
A16,jun11,A16,2399,9630,4.014172572
A16,may11,A16,2399,11037,4.600666945
A16,apr11,A16,2399,13287,5.538557732
A16,mar11,A16,2399,12534,5.224676949
A16,feb11,A16,2399,10320,4.301792414
A16,jan11,A16,2399,10555,4.399749896
A16,dec10,A16,2399,11794,4.916215090
A16,nov10,A16,2399,15247,6.355564819
A16,oct10,A16,2399,13428,5.597332222
A16,sep10,A16,2399,8330,3.472280117
A16,aug10,A16,2399,13123,5.470195915
A16,jul10,A16,2399,8546,3.562317632
A16,jun10,A16,2399,12627,5.263443101
A16,may10,A16,2399,10285,4.287203001
A16,apr10,A16,2399,10466,4.362651105
A16,mar10,A16,2399,11318,4.717799083
A16,feb10,A16,2399,12895,5.375156315
A16,jan10,A16,2399,12701,5.294289287
A16,dec09,A16,2399,10883,4.536473531
A16,nov09,A16,2399,12507,5.213422259
A16,oct09,A16,2399,14050,5.856606920
A16,sep09,A16,2399,13360,5.568987078
A16,aug09,A16,2399,9636,4.016673614
A16,jul09,A16,2399,9381,3.910379325
A16,jun09,A16,2399,13205,5.504376824
A16,may09,A16,2399,12232,5.098791163
A16,apr09,A16,2399,11772,4.907044602
A16,mar09,A16,2399,14380,5.994164235
A16,feb09,A16,2399,11671,4.864943727
A16,jan09,A16,2399,11362,4.736140058
A17,jun13,A17,2823,12939,4.583421892
A17,may13,A17,2050,10500,5.121951220
A17,apr13,A17,2384,12940,5.427852349
A17,mar13,A17,3311,15294,4.619148294
A17,feb13,A17,2420,13086,5.407438017
A17,jan13,A17,1865,9767,5.236997319
A17,dec12,A17,2479,12183,4.914481646
A17,nov12,A17,2003,10748,5.365951073
A17,oct12,A17,2656,11610,4.371234940
A17,sep12,A17,2771,14041,5.067123782
A17,aug12,A17,3126,15006,4.800383877
A17,jul12,A17,2358,9956,4.222222222
A17,jun12,A17,1616,8477,5.245668317
A17,may12,A17,1618,9097,5.622373300
A17,apr12,A17,3238,14067,4.344348363
A17,mar12,A17,1975,11660,5.903797468
A17,feb12,A17,1961,10627,5.419173891
A17,jan12,A17,2412,13184,5.466003317
A17,dec11,A17,1941,10614,5.468315301
A17,nov11,A17,2988,14447,4.835006693
A17,oct11,A17,2252,11587,5.145204263
A17,sep11,A17,2726,14421,5.290168745
A17,aug11,A17,2714,13579,5.003316139
A17,jul11,A17,2600,14323,5.508846154
A17,jun11,A17,2597,11700,4.505198306
A17,may11,A17,2597,11168,4.300346554
A17,apr11,A17,2597,11049,4.254524451
A17,mar11,A17,2597,14342,5.522525992
A17,feb11,A17,2597,12022,4.629187524
A17,jan11,A17,2597,10319,3.973430882
A17,dec10,A17,2597,9874,3.802079322
A17,nov10,A17,2597,9572,3.685791298
A17,oct10,A17,2597,12386,4.769349249
A17,sep10,A17,2597,15079,5.806314979
A17,aug10,A17,2597,14002,5.391605699
A17,jul10,A17,2597,10889,4.192914902
A17,jun10,A17,2597,12787,4.923758183
A17,may10,A17,2597,14577,5.613015017
A17,apr10,A17,2597,14002,5.391605699
A17,mar10,A17,2597,8268,3.183673469
A17,feb10,A17,2597,9787,3.768579130
A17,jan10,A17,2597,13290,5.117443204
A17,dec09,A17,2597,10828,4.169426261
A17,nov09,A17,2597,15174,5.842895649
A17,oct09,A17,2597,14343,5.522911051
A17,sep09,A17,2597,13501,5.198690797
A17,aug09,A17,2597,14457,5.566807855
A17,jul09,A17,2597,15436,5.943781286
A17,jun09,A17,2597,13804,5.315363881
A17,may09,A17,2597,11873,4.571813631
A17,apr09,A17,2597,9663,3.720831729
A17,mar09,A17,2597,9738,3.749711205
A17,feb09,A17,2597,12157,4.681170581
A17,jan09,A17,2597,13581,5.229495572
A18,jun13,A18,2319,11102,4.787408366
A18,may13,A18,2306,13608,5.901127493
A18,apr13,A18,2925,12962,4.431452991
A18,mar13,A18,1766,10117,5.728765572
A18,feb13,A18,2875,14186,4.934260870
A18,jan13,A18,2354,13154,5.587935429
A18,dec12,A18,2570,12966,5.045136187
A18,nov12,A18,2127,11874,5.582510578
A18,oct12,A18,1982,9775,4.931886983
A18,sep12,A18,1740,10021,5.759195402
A18,aug12,A18,2308,10817,4.686741768
A18,jul12,A18,2621,14402,5.494849294
A18,jun12,A18,2842,15294,5.381421534
A18,may12,A18,2609,13312,5.102338061
A18,apr12,A18,2276,11498,5.051845343
A18,mar12,A18,2242,12424,5.541480821
A18,feb12,A18,1917,9775,5.099113198
A18,jan12,A18,2865,14494,5.058987784
A18,dec11,A18,3045,14128,4.639737274
A18,nov11,A18,2929,14213,4.852509389
A18,oct11,A18,2814,13144,4.670931059
A18,sep11,A18,2358,12013,5.094571671
A18,aug11,A18,2589,12630,4.878331402
A18,jul11,A18,2865,14180,4.949389180
A18,jun11,A18,1635,10132,6.196941896
A18,may11,A18,1635,15172,9.279510703
A18,apr11,A18,1635,13558,8.292354740
A18,mar11,A18,1635,10963,6.705198777
A18,feb11,A18,1635,11346,6.939449541
A18,jan11,A18,1635,12782,7.817737003
A18,dec10,A18,1635,12393,7.579816514
A18,nov10,A18,1635,13761,8.416513761
A18,oct10,A18,1635,9978,6.102752294
A18,sep10,A18,1635,13014,7.959633028
A18,aug10,A18,1635,13374,8.179816514
A18,jul10,A18,1635,9047,5.533333333
A18,jun10,A18,1635,10293,6.295412844
A18,may10,A18,1635,13481,8.245259939
A18,apr10,A18,1635,10724,6.559021407
A18,mar10,A18,1635,14237,8.707645260
A18,feb10,A18,1635,14405,8.810397554
A18,jan10,A18,1635,11025,6.743119266
A18,dec09,A18,1635,10536,6.444036697
A18,nov09,A18,1635,10050,6.146788991
A18,oct09,A18,1635,15270,9.339449541
A18,sep09,A18,1635,9483,5.8
A18,aug09,A18,1635,9382,5.738226300
A18,jul09,A18,1635,9747,5.961467890
A18,jun09,A18,1635,14601,8.930275229
A18,may09,A18,1635,11378,6.959021407
A18,apr09,A18,1635,12331,7.541896024
A18,mar09,A18,1635,11934,7.299082569
A18,feb09,A18,1635,10058,6.151681957
A18,jan09,A18,1635,9930,6.073394495
A19,jun13,A19,3446,14295,4.148287870
A19,may13,A19,2016,10177,5.048115079
A19,apr13,A19,2117,11218,5.299008030
A19,mar13,A19,2317,13200,5.697022011
A19,feb13,A19,2381,14013,5.885342293
A19,jan13,A19,2759,13982,5.067778181
A19,dec12,A19,2206,11251,5.100181324
A19,nov12,A19,2784,12368,4.442528736
A19,oct12,A19,2374,11097,4.674389217
A19,sep12,A19,2363,11291,4.778247990
A19,aug12,A19,2316,11178,4.826424870
A19,jul12,A19,2464,13677,5.550730519
A19,jun12,A19,3013,13771,4.570527713
A19,may12,A19,2130,9894,4.645070423
A19,apr12,A19,2310,12769,5.527705628
A19,mar12,A19,3164,15209,4.806890013
A19,feb12,A19,2054,10918,5.315481986
A19,jan12,A19,2554,11727,4.591620987
A19,dec11,A19,2108,10466,4.964895636
A19,nov11,A19,2436,11961,4.910098522
A19,oct11,A19,2399,13446,5.604835348
A19,sep11,A19,2523,13655,5.412207689
A19,aug11,A19,2062,11565,5.608632396
A19,jul11,A19,2554,11846,4.638214565
A19,jun11,A19,2411,11172,4.633761925
A19,may11,A19,2411,9667,4.009539610
A19,apr11,A19,2411,12490,5.180423061
A19,mar11,A19,2411,14576,6.045624222
A19,feb11,A19,2411,11483,4.762754044
A19,jan11,A19,2411,10914,4.526752385
A19,dec10,A19,2411,10600,4.396515968
A19,nov10,A19,2411,13785,5.717544587
A19,oct10,A19,2411,12882,5.343011199
A19,sep10,A19,2411,11738,4.868519287
A19,aug10,A19,2411,10525,4.365408544
A19,jul10,A19,2411,11889,4.931148901
A19,jun10,A19,2411,13496,5.597677312
A19,may10,A19,2411,11141,4.620904189
A19,apr10,A19,2411,9088,3.769390294
A19,mar10,A19,2411,15029,6.233513065
A19,feb10,A19,2411,10099,4.188718374
A19,jan10,A19,2411,11548,4.789713812
A19,dec09,A19,2411,13209,5.478639569
A19,nov09,A19,2411,14041,5.823724596
A19,oct09,A19,2411,13187,5.469514724
A19,sep09,A19,2411,13418,5.565325591
A19,aug09,A19,2411,14805,6.140605558
A19,jul09,A19,2411,10647,4.416009954
A19,jun09,A19,2411,10506,4.357527997
A19,may09,A19,2411,14366,5.958523434
A19,apr09,A19,2411,11692,4.849440066
A19,mar09,A19,2411,9662,4.007465782
A19,feb09,A19,2411,13025,5.402322688
A19,jan09,A19,2411,14709,6.100788055
A20,jun13,A20,2773,11706,4.221420844
A20,may13,A20,1905,9558,5.017322835
A20,apr13,A20,2506,13918,5.553870710
A20,mar13,A20,2183,9759,4.470453504
A20,feb13,A20,2064,10400,5.038759690
A20,jan13,A20,2388,11373,4.762562814
A20,dec12,A20,2199,11929,5.424738518
A20,nov12,A20,2505,11631,4.643113772
A20,oct12,A20,2321,13305,5.732442913
A20,sep12,A20,2567,13102,5.104012466
A20,aug12,A20,2768,12587,4.547326590
A20,jul12,A20,1828,9408,5.146608315
A20,jun12,A20,2555,12078,4.727201566
A20,may12,A20,2393,10307,4.307145842
A20,apr12,A20,2160,10258,4.749074074
A20,mar12,A20,2507,13097,5.224172318
A20,feb12,A20,2569,13461,5.239782016
A20,jan12,A20,2533,11174,4.411369917
A20,dec11,A20,2886,14441,5.003811504
A20,nov11,A20,2341,9850,4.207603588
A20,oct11,A20,2402,12629,5.257701915
A20,sep11,A20,2123,11886,5.598681112
A20,aug11,A20,2039,9745,4.779303580
A20,jul11,A20,2812,14094,5.012091038
A20,jun11,A20,2884,11341,3.932385576
A20,may11,A20,2884,14029,4.864424411
A20,apr11,A20,2884,12441,4.313800277
A20,mar11,A20,2884,9194,3.187933426
A20,feb11,A20,2884,12037,4.173717060
A20,jan11,A20,2884,9301,3.225034674
A20,dec10,A20,2884,9667,3.351941748
A20,nov10,A20,2884,12593,4.366504854
A20,oct10,A20,2884,11538,4.000693481
A20,sep10,A20,2884,10890,3.776005548
A20,aug10,A20,2884,9648,3.345353675
A20,jul10,A20,2884,10343,3.586338419
A20,jun10,A20,2884,13278,4.604022191
A20,may10,A20,2884,10714,3.714979196
A20,apr10,A20,2884,10615,3.680651872
A20,mar10,A20,2884,12643,4.383841886
A20,feb10,A20,2884,9618,3.334951456
A20,jan10,A20,2884,14041,4.868585298
A20,dec09,A20,2884,13719,4.756934813
A20,nov09,A20,2884,13023,4.515603329
A20,oct09,A20,2884,10010,3.470873786
A20,sep09,A20,2884,10894,3.777392510
A20,aug09,A20,2884,12844,4.453536755
A20,jul09,A20,2884,12603,4.369972261
A20,jun09,A20,2884,10839,3.758321775
A20,may09,A20,2884,15217,5.276352288
A20,apr09,A20,2884,11629,4.032246879
A20,mar09,A20,2884,12362,4.286407767
A20,feb09,A20,2884,10562,3.662274619
A20,jan09,A20,2884,12167,4.218793343
A21,jun13,A21,3273,13179,4.026581118
A21,may13,A21,1725,9936,5.76
A21,apr13,A21,1931,9924,5.139306059
A21,mar13,A21,2796,15672,5.605150215
A21,feb13,A21,2349,11783,5.016177097
A21,jan13,A21,2630,14221,5.407224335
A21,dec12,A21,2160,10360,4.796296296
A21,nov12,A21,1834,9082,4.952017448
A21,oct12,A21,3247,14591,4.493686480
A21,sep12,A21,2757,14128,5.124410591
A21,aug12,A21,2871,15150,5.276907001
A21,jul12,A21,2785,13769,4.943985637
A21,jun12,A21,2345,13190,5.624733475
A21,may12,A21,2725,12877,4.725504587
A21,apr12,A21,2306,11059,4.795750217
A21,mar12,A21,2557,10953,4.283535393
A21,feb12,A21,2715,13975,5.147329650
A21,jan12,A21,2655,13602,5.123163842
A21,dec11,A21,2552,12821,5.023902821
A21,nov11,A21,2654,13927,5.247550867
A21,oct11,A21,1988,10862,5.463782696
A21,sep11,A21,2781,14131,5.081265732
A21,aug11,A21,2615,12918,4.939961759
A21,jul11,A21,2231,11433,5.124607799
A21,jun11,A21,3193,12053,3.774819919
A21,may11,A21,3193,12064,3.778264955
A21,apr11,A21,3193,12368,3.873473223
A21,mar11,A21,3193,10793,3.380206702
A21,feb11,A21,3193,12896,4.038834951
A21,jan11,A21,3193,9479,2.968681491
A21,dec10,A21,3193,10478,3.281553398
A21,nov10,A21,3193,12078,3.782649546
A21,oct10,A21,3193,11438,3.582211087
A21,sep10,A21,3193,9669,3.028186658
A21,aug10,A21,3193,10239,3.206702161
A21,jul10,A21,3193,10819,3.388349515
A21,jun10,A21,3193,11332,3.549013467
A21,may10,A21,3193,13522,4.234888819
A21,apr10,A21,3193,13773,4.313498277
A21,mar10,A21,3193,9547,2.989978077
A21,feb10,A21,3193,15006,4.699655496
A21,jan10,A21,3193,10396,3.255872220
A21,dec09,A21,3193,11477,3.594425305
A21,nov09,A21,3193,9462,2.963357344
A21,oct09,A21,3193,12166,3.810209834
A21,sep09,A21,3193,9095,2.848418415
A21,aug09,A21,3193,15262,4.779830880
A21,jul09,A21,3193,9975,3.124021297
A21,jun09,A21,3193,10661,3.338866270
A21,may09,A21,3193,13630,4.268712809
A21,apr09,A21,3193,11104,3.477607266
A21,mar09,A21,3193,12373,3.875039148
A21,feb09,A21,3193,10493,3.286251174
A21,jan09,A21,3193,12136,3.800814281
A22,jun13,A22,2438,11038,4.527481542
A22,may13,A22,2530,13641,5.391699605
A22,apr13,A22,2399,10195,4.249687370
A22,mar13,A22,2894,13610,4.702833449
A22,feb13,A22,2467,11232,4.552898257
A22,jan13,A22,2451,12822,5.231334149
A22,dec12,A22,2138,9512,4.449017774
A22,nov12,A22,2779,13699,4.929471033
A22,oct12,A22,2610,13256,5.078927203
A22,sep12,A22,2503,14394,5.750699161
A22,aug12,A22,1817,9147,5.034122179
A22,jul12,A22,2070,11416,5.514975845
A22,jun12,A22,1705,9557,5.605278592
A22,may12,A22,3162,15220,4.813409235
A22,apr12,A22,2806,11547,4.115110478
A22,mar12,A22,1598,8926,5.585732165
A22,feb12,A22,2064,10329,5.004360465
A22,jan12,A22,2477,12067,4.871618894
A22,dec11,A22,2128,9825,4.617011278
A22,nov11,A22,2940,14968,5.091156463
A22,oct11,A22,2286,11441,5.004811899
A22,sep11,A22,1963,10683,5.442180336
A22,aug11,A22,1958,10295,5.257916241
A22,jul11,A22,2452,11065,4.512642741
A22,jun11,A22,3080,10415,3.381493506
A22,may11,A22,3080,14178,4.603246753
A22,apr11,A22,3080,10026,3.255194805
A22,mar11,A22,3080,11194,3.634415584
A22,feb11,A22,3080,11290,3.665584416
A22,jan11,A22,3080,14323,4.650324675
A22,dec10,A22,3080,10889,3.535389610
A22,nov10,A22,3080,12040,3.909090909
A22,oct10,A22,3080,14351,4.659415584
A22,sep10,A22,3080,12703,4.124350649
A22,aug10,A22,3080,10212,3.315584416
A22,jul10,A22,3080,14358,4.661688312
A22,jun10,A22,3080,13298,4.317532468
A22,may10,A22,3080,13718,4.453896104
A22,apr10,A22,3080,12073,3.919805195
A22,mar10,A22,3080,15177,4.927597403
A22,feb10,A22,3080,11091,3.600974026
A22,jan10,A22,3080,12640,4.103896104
A22,dec09,A22,3080,12774,4.147402597
A22,nov09,A22,3080,12322,4.000649351
A22,oct09,A22,3080,13678,4.440909091
A22,sep09,A22,3080,10432,3.387012987
A22,aug09,A22,3080,11446,3.716233766
A22,jul09,A22,3080,12489,4.054870130
A22,jun09,A22,3080,13041,4.234090909
A22,may09,A22,3080,13560,4.402597403
A22,apr09,A22,3080,10230,3.321428571
A22,mar09,A22,3080,9776,3.174025974
A22,feb09,A22,3080,14677,4.765259740
A22,jan09,A22,3080,14709,4.775649351
A23,jun13,A23,3136,13736,4.380102041
A23,may13,A23,2800,13268,4.738571429
A23,apr13,A23,2663,12575,4.722117912
A23,mar13,A23,2363,11802,4.994498519
A23,feb13,A23,2462,12844,5.216896832
A23,jan13,A23,2881,13747,4.771607081
A23,dec12,A23,1995,9993,5.009022556
A23,nov12,A23,2640,12268,4.646969697
A23,oct12,A23,2422,11467,4.734516928
A23,sep12,A23,2488,11800,4.742765273
A23,aug12,A23,2350,11127,4.734893617
A23,jul12,A23,2168,9929,4.579797048
A23,jun12,A23,1626,9622,5.917589176
A23,may12,A23,1888,10230,5.418432203
A23,apr12,A23,2422,12390,5.115606936
A23,mar12,A23,2073,9971,4.809937289
A23,feb12,A23,2382,12296,5.162048699
A23,jan12,A23,2436,13663,5.608784893
A23,dec11,A23,2141,10431,4.872022419
A23,nov11,A23,2173,10153,4.672342384
A23,oct11,A23,3012,12883,4.277224436
A23,sep11,A23,2943,13997,4.756031261
A23,aug11,A23,2424,11377,4.693481848
A23,jul11,A23,2305,10907,4.731887202
A23,jun11,A23,2720,10398,3.822794118
A23,may11,A23,2720,12464,4.582352941
A23,apr11,A23,2720,9663,3.552573529
A23,mar11,A23,2720,11974,4.402205882
A23,feb11,A23,2720,12977,4.770955882
A23,jan11,A23,2720,11007,4.046691176
A23,dec10,A23,2720,12062,4.434558824
A23,nov10,A23,2720,10213,3.754779412
